"Date","Site","Depth","DOC_interp","DOCinf_interp"
2017-09-10,50,6.2,2.31666666666667,1.4
2017-09-10,50,8,1.9,1.4
2017-09-10,50,9,2.06666666666667,1.4
2017-09-10,50,9.3,NA,NA
2017-09-17,50,0.1,3.48333333333333,1.4
2017-09-17,50,0.8,NA,NA
2017-09-17,50,1.6,3.36666666666667,1.4
2017-09-17,50,2.8,NA,NA
2017-09-17,50,3.8,2.99166666666667,1.4
2017-09-17,50,5,2.66666666666667,1.4
2017-09-17,50,5.2,NA,NA
2017-09-17,50,5.5,NA,NA
2017-09-17,50,5.8,NA,NA
2017-09-17,50,6,NA,NA
2017-09-17,50,6.2,2.25833333333333,1.4
2017-09-17,50,8,1.8,1.4
2017-09-17,50,9,2.03333333333333,1.4
2017-09-17,50,9.3,NA,NA
2017-09-18,50,0.1,3.4,1.4
2017-09-18,50,0.8,NA,NA
2017-09-18,50,1.6,3.3,1.4
2017-09-18,50,2.8,NA,NA
2017-09-18,50,3.8,3,1.4
2017-09-18,50,5,2.7,1.4
2017-09-18,50,5.2,NA,NA
2017-09-18,50,5.5,NA,NA
2017-09-18,50,5.8,NA,NA
2017-09-18,50,6,NA,NA
2017-09-18,50,6.2,2.2,1.4
2017-09-18,50,8,1.7,1.4
2017-09-18,50,9,2,1.4
2017-09-18,50,9.3,NA,NA
2017-09-24,50,0.1,3.8,1.8
2017-09-24,50,0.8,NA,NA
2017-09-24,50,1.6,3.625,1.8
2017-09-24,50,2.8,NA,NA
2017-09-24,50,3.8,3.325,1.8
2017-09-24,50,5,2.825,1.8
2017-09-24,50,5.2,NA,NA
2017-09-24,50,5.5,NA,NA
2017-09-24,50,5.8,NA,NA
2017-09-24,50,6,NA,NA
2017-09-24,50,6.2,2.55,1.8
2017-09-24,50,8,2,1.8
2017-09-24,50,9,2.125,1.8
2017-09-24,50,9.3,NA,NA
2017-10-08,50,0.1,4.2,2.2
2017-10-08,50,0.8,NA,NA
2017-10-08,50,1.6,3.95,2.2
2017-10-08,50,2.8,NA,NA
2017-10-08,50,3.8,3.65,2.2
2017-10-08,50,5,2.95,2.2
2017-10-08,50,5.2,NA,NA
2017-10-08,50,5.5,NA,NA
2017-10-08,50,5.8,NA,NA
2017-10-08,50,6,NA,NA
2017-10-08,50,6.2,2.9,2.2
2017-10-08,50,8,2.3,2.2
2017-10-08,50,9,2.25,2.2
2017-10-08,50,9.3,NA,NA
2017-10-15,50,0.1,4.6,2.6
2017-10-15,50,0.8,NA,NA
2017-10-15,50,1.6,4.275,2.6
2017-10-15,50,2.8,NA,NA
2017-10-15,50,3.8,3.975,2.6
2017-10-15,50,5,3.075,2.6
2017-10-15,50,5.2,NA,NA
2017-10-15,50,5.5,NA,NA
2017-10-15,50,5.8,NA,NA
2017-10-15,50,6,NA,NA
2017-10-15,50,6.2,3.25,2.6
2017-10-15,50,8,2.6,2.6
2017-10-15,50,9,2.375,2.6
2017-10-15,50,9.3,NA,NA
2017-10-16,50,0.1,5,3
2017-10-16,50,0.8,NA,NA
2017-10-16,50,1.6,4.6,3
2017-10-16,50,2.8,NA,NA
2017-10-16,50,3.8,4.3,3
2017-10-16,50,5,3.2,3
2017-10-16,50,5.2,NA,NA
2017-10-16,50,5.5,NA,NA
2017-10-16,50,5.8,NA,NA
2017-10-16,50,6,NA,NA
2017-10-16,50,6.2,3.6,3
2017-10-16,50,8,2.9,3
2017-10-16,50,9,2.5,3
2017-10-16,50,9.3,NA,NA
